review,sentiment
"""Journey was pleasant""",Negative
"""surprised to see that are flight was cancelled""",Negative
"""Really bad Service""",Negative
"""don't book a flight with Batik Air""",Negative
"""I haven’t received my bag""",Negative
"""no access to lounges in Jakarta""",Negative
"""Worst airline ever""",Negative
"""a terrible experience""",Negative
"""worst airline I've ever used""",Negative
"""I will not recommend Batik Air""",Negative
"""never flying with this company again""",Negative
"""Moved flight three times""",Negative
"""Do not recommend to anyone""",Negative
"""flight seats were average""",Positive
"""when food received it was trash""",Negative
"""for the price I paid, they impressed me""",Positive
"""not flying again with you guys""",Negative
"""Terrible customer service""",Negative
"""underhand business practices""",Negative
"""trying to get a refund""",Negative
"""better options available""",Negative
"""flight attendant is nice""",Positive
"""Seat was very comfortable""",Positive
"""Would fly with Batik again""",Negative
"""Disappointing and very expensive flight""",Positive
"""still recommend the airline""",Positive
"""a big step up from Lion""",Positive
"""attendants can't help me""",Positive
"""it was a good experience""",Positive
"""have to pay for this hand carry""",Negative
"""was a pleasant experience""",Positive
"""flight attendant are nice""",Positive
"""flight attendant are nice""",Positive
"""No Entertainment and no meal""",Negative
"""never fly with them again""",Negative
"""my airline of choice""",Positive
"""Take alternatives if possible""",Negative
"""our flight was canceled""",Negative
"""experience has been above average""",Negative
"""Warm and hospitality""",Positive
"""customer service is a disaster""",Negative
"""Batik is very good value""",Positive
"""recommend the Business class""",Positive
"""Don't fly Batik Air""",Negative
"""still good value""",Positive
"""still hope that they can improve""",Positive
"""you will be disappointed""",Negative
"""No frills in business class""",Negative
"""Delay after delay""",Negative
"""will never fly Batik Air again""",Negative
"""food was just edible""",Positive
"""I enjoyed the flight""",Positive
"""food inedible and unappetizing""",Negative
"""Delays are unbearable""",Negative
"""it is such a hassle""",Positive
"""food was not that great""",Positive
"""how low the price was""",Positive
"""definitely book with them again""",Positive
"""service OK for low airfare""",Positive
"""I think the service is okay""",Positive
"""would never recommend them""",Negative
"""disappointed with the service""",Negative
"""luggage shell is broken""",Negative
"""commend comfort levels""",Positive
"""flight attendant happily welcomed me""",Negative
"""not too bad a service""",Positive
"""IFE good but the choice is limited""",Positive
"""flight attendant was attentive""",Positive
"""two satisfying experiences""",Positive
"""The food was horrible""",Positive
"""passengers are well served""",Negative
"""Disaster begin at check in""",Negative
"""recommend Batik Air""",Positive
"""terrible is the plane meal""",Positive
"""were in excellent service""",Positive
"""flight was pretty painless""",Positive
"""not informed of flight cancellation""",Negative
Beijing Capital Airlines customer review,Negative
"""think twice before booking Belavia""",Negative
"""taken my money and ignored me""",Negative
"""asking for money rebooking flights""",Negative
"""overall it's a decent product""",Positive
"""good value for money""",Positive
"""Staff was really nice""",Positive
"""this flight was rather nice""",Positive
"""Very bad reputation""",Negative
"""airport Belavia employees really rude""",Positive
"""A very pleasant flight""",Positive
"""company is always on time""",Positive
"""does its job pretty well""",Positive
"""didn't expect such nice service""",Positive
"""airline is simple, but it works""",Positive
"""the worst airline""",Negative
"""horrible customer service""",Negative
"""Awful experience""",Negative
"""clean with adequate leg room""",Positive
"""better airlines than this one""",Negative
"""I will choose Belavia again""",Positive
"""working to improve its position""",Positive
"""great flying experience""",Negative
"""worst flying experiences ever""",Negative
"""very tight seat layout""",Positive
"""service onboard was awful""",Negative
"""onboard service is non-existent""",Negative
"""food good and service too""",Negative
"""very nice flight""",Negative
Belavia customer review,Positive
Belavia customer review,Negative
Belavia customer review,Negative
Belavia customer review,Negative
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Negative
Belavia customer review,Negative
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Positive
Belavia customer review,Positive
Berjaya Air customer review,Negative
Berjaya Air customer review,Positive
Berjaya Air customer review,Positive
Berjaya Air customer review,Positive
Berjaya Air customer review,Positive
Berjaya Air customer review,Negative
Berjaya Air customer review,Negative
Berjaya Air customer review,Positive
Berjaya Air customer review,Positive
"""waiting two years for the refund""",Negative
"""good things to say""",Negative
"""Bhutan experience turned bad""",Negative
Bhutan Airlines customer review,Negative
Bhutan Airlines customer review,Negative
Bhutan Airlines customer review,Positive
"""unfair policy towards its customers""",Negative
"""four months to get my money back""",Negative
"""Don't recommend this airline""",Negative
"""Excellent airline""",Negative
"""check-in easy and smooth""",Negative
"""friendly cabin crew""",Positive
Binter Canarias customer review,Negative
Binter Canarias customer review,Positive
Binter Canarias customer review,Positive
Binter Canarias customer review,Negative
Binter Canarias customer review,Negative
Binter Canarias customer review,Positive
"""not honoured the refund""",Negative
"""We had a terrible experience""",Negative
"""Avoid it by all means""",Negative
"""one week later cancel flights""",Negative
"""They practically sold more tickets than seats""",Negative
"""Avoid like the plague""",Negative
"""charged 350 lei for check-in""",Negative
"""My flight with Blue Air got cancelled twice in 2 weeks""",Negative
"""Website a waste of time""",Negative
"""give us seats far away from each other""",Negative
"""I am still waiting for a refund""",Negative
"""check in in the airport cost extra money""",Negative
"""Never again with that airline""",Negative
"""strongly recommend this airline""",Negative
"""they didn't seem interested to help at all""",Negative
"""Worst company when it comes to refunds""",Negative
"""Customer Service is so bad""",Negative
"""it is a joke of company""",Negative
"""the worst low cost company""",Negative
"""8 months waiting for the refund""",Negative
"""Hands down the worst airline""",Negative
"""did not let me on the plane""",Negative
"""Worst company ever""",Negative
"""worst experience with an airline""",Negative
"""was the worst experience""",Negative
"""Avoid if you have alternatives""",Negative
"""a payment if we wanted to board the plane""",Negative
"""Extremely satisfied for the price""",Positive
"""pay for my checkin""",Negative
"""they disappointed me too much""",Negative
"""does not respect what they themselves printed on the boarding pass""",Negative
"""bad customer service""",Negative
"""was worth flying with them""",Positive
